"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Riotime","strptime","day","hour","statusSource_new","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"RT @DPhiEIHQ: Us right now after watching #TeamUSA #RhythmicGymnastics compete. So proud! #GoingForPureGold #dphie100 https://t.co/NRtnvt",FALSE,0,NA,2016-08-08 13:45:03,FALSE,NA,"762645803068456960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","twinter72",11,TRUE,FALSE,NA,NA,2016-08-08 08:45:03,2016-08-08 08:45:03,8,8,"Twitter for iPhone",0,1,0,0,1,0,0,1,0,1
"Collective prayers for #IbtihajMuhammad who will be competing shortly. May Allah bless her with the gold, ameen! #TeamUSA ",FALSE,0,NA,2016-08-08 13:38:12,FALSE,NA,"762644079226281985",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Lateefah77",0,FALSE,FALSE,NA,NA,2016-08-08 08:38:12,2016-08-08 08:38:12,8,8,"Facebook",0,2,0,0,1,0,0,1,0,2
"RT @PHLBizJournal: 5 things to know &amp; another local link for Carli Lloyd #Olympics #TeamUSA https://t.co/9PQaR6GSeL via @PHLBizDPoncet",FALSE,0,NA,2016-08-08 13:33:09,FALSE,NA,"762642808691945472",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","FLPBusiness",5,TRUE,FALSE,NA,NA,2016-08-08 08:33:09,2016-08-08 08:33:09,8,8,"TweetDeck",0,0,0,0,0,0,0,0,0,0
"USA doing well!! Congrats to All! #Rio2016 #TeamUSA",FALSE,0,NA,2016-08-08 13:31:41,FALSE,NA,"762642437697314816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MonicaGardner2",1,FALSE,FALSE,NA,NA,2016-08-08 08:31:41,2016-08-08 08:31:41,8,8,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"Goal!!! #TeamUSA @USAFieldHockey https://t.co/XeCda9G6UF",FALSE,0,NA,2016-08-08 13:29:33,FALSE,NA,"762641903200395264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carolinebrant",0,FALSE,FALSE,NA,NA,2016-08-08 08:29:33,2016-08-08 08:29:33,8,8,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @PHLBizJournal: 5 things to know &amp; another local link for Carli Lloyd #Olympics #TeamUSA https://t.co/9PQaR6GSeL via @PHLBizDPoncet",FALSE,0,NA,2016-08-08 13:25:17,FALSE,NA,"762640828900765698",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","JesseABarnes",5,TRUE,FALSE,NA,NA,2016-08-08 08:25:17,2016-08-08 08:25:17,8,8,"RoundTeam",0,0,0,0,0,0,0,0,0,0
"RT @Radio1045: Seeing #TeamUSA athletes showcased with @Weezer's ""I Love The USA"" is the best! https://t.co/Aofg01ot1e https://t.co/8rtqnhY",FALSE,0,NA,2016-08-08 13:23:54,FALSE,NA,"762640482153345024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KatSholl",3,TRUE,FALSE,NA,NA,2016-08-08 08:23:54,2016-08-08 08:23:54,8,8,"Twitter for iPhone",0,0,0,0,1,0,0,0,0,2
"RT @PHLBizJournal: 5 things to know &amp; another local link for Carli Lloyd #Olympics #TeamUSA https://t.co/9PQaR6GSeL via @PHLBizDPoncet",FALSE,0,NA,2016-08-08 13:23:36,FALSE,NA,"762640406244888576",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","HarkeetChadha",5,TRUE,FALSE,NA,NA,2016-08-08 08:23:36,2016-08-08 08:23:36,8,8,"RoundTeam",0,0,0,0,0,0,0,0,0,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 13:21:07,FALSE,NA,"762639780790218752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joanne5g",23,TRUE,FALSE,NA,NA,2016-08-08 08:21:07,2016-08-08 08:21:07,8,8,"Twitter for iPhone",0,1,0,0,0,0,0,0,0,0
"Good luck to #TeamUSA and all of the athletes competing in #Olympics #Rio2016! https://t.co/Cg04HrDFaM",FALSE,0,NA,2016-08-08 13:14:41,FALSE,NA,"762638161826623488",NA,"<a href=""http://hearsaysocial.com"" rel=""nofollow"">Hearsay Social</a>","KIG_Janney",0,FALSE,FALSE,NA,NA,2016-08-08 08:14:41,2016-08-08 08:14:41,8,8,"Hearsay Social",0,2,0,0,2,0,2,1,0,2
"RT @PHLBizJournal: 5 things to know &amp; another local link for Carli Lloyd #Olympics #TeamUSA https://t.co/9PQaR6GSeL via @PHLBizDPoncet",FALSE,0,NA,2016-08-08 13:14:20,FALSE,NA,"762638071791775744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PHLBizDPoncet",5,TRUE,FALSE,NA,NA,2016-08-08 08:14:20,2016-08-08 08:14:20,8,8,"Twitter Web Client",0,0,0,0,0,0,0,0,0,0
"RT @PHLBizJournal: 5 things to know &amp; another local link for Carli Lloyd #Olympics #TeamUSA https://t.co/9PQaR6GSeL via @PHLBizDPoncet",FALSE,0,NA,2016-08-08 13:14:13,FALSE,NA,"762638045208252416",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PHLBizLawBank",5,TRUE,FALSE,NA,NA,2016-08-08 08:14:13,2016-08-08 08:14:13,8,8,"TweetDeck",0,0,0,0,0,0,0,0,0,0
"5 things to know &amp; another local link for Carli Lloyd #Olympics #TeamUSA https://t.co/9PQaR6GSeL via @PHLBizDPoncet",FALSE,1,NA,2016-08-08 13:14:08,FALSE,NA,"762638022537908225",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PHLBizJournal",5,FALSE,FALSE,NA,NA,2016-08-08 08:14:08,2016-08-08 08:14:08,8,8,"TweetDeck",0,0,0,0,0,0,0,0,0,0
"#Phelps #Ledecky #TeamUSA #Rio2016 #Olympics 

I have to use this gif because it's the greatest moment of all time. https://t.co/4tDPvET2BM",FALSE,1,NA,2016-08-08 13:08:44,FALSE,NA,"762636664564912128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","megan_vw",0,FALSE,FALSE,NA,NA,2016-08-08 08:08:44,2016-08-08 08:08:44,8,8,"Twitter for Android",0,1,0,0,0,0,0,0,0,0
"Good luck to #TeamUSA and all of the athletes competing in #Olympics #Rio2016! https://t.co/MTzOhqBhVF",FALSE,0,NA,2016-08-08 13:07:37,FALSE,NA,"762636381260685312",NA,"<a href=""http://hearsaysocial.com"" rel=""nofollow"">Hearsay Social</a>","jasonbender1",0,FALSE,FALSE,NA,NA,2016-08-08 08:07:37,2016-08-08 08:07:37,8,8,"Hearsay Social",0,2,0,0,2,0,2,1,0,2
"Coming up at 11:00 EST...
 vs  
Will #USA be able to copy what they did just a few hours ago? 
#Rio2016 #TeamUSA #USABWNT",FALSE,0,NA,2016-08-08 13:05:04,FALSE,NA,"762635741805543424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WNBA_Xtra",0,FALSE,FALSE,NA,NA,2016-08-08 08:05:04,2016-08-08 08:05:04,8,8,"Twitter for iPhone",0,1,0,0,0,0,0,0,1,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 13:00:03,FALSE,NA,"762634480968278017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zengirl55",23,TRUE,FALSE,NA,NA,2016-08-08 08:00:03,2016-08-08 08:00:03,8,8,"Twitter for iPhone",0,1,0,0,0,0,0,0,0,0
"Who has been watching the Olympics ? Go USA !   #Rio2016 #Olympics2016 #USA #TeamUSA",FALSE,0,NA,2016-08-08 12:57:52,FALSE,NA,"762633927819419648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FooteOrtho",0,FALSE,FALSE,NA,NA,2016-08-08 07:57:52,2016-08-08 07:57:52,8,7,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @Radio1045: Seeing #TeamUSA athletes showcased with @Weezer's ""I Love The USA"" is the best! https://t.co/Aofg01ot1e https://t.co/8rtqnhY",FALSE,0,NA,2016-08-08 12:51:52,FALSE,NA,"762632421078659072",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","singitspooky",3,TRUE,FALSE,NA,NA,2016-08-08 07:51:52,2016-08-08 07:51:52,8,7,"Twitter for iPad",0,0,0,0,1,0,0,0,0,2
"Let's go #TeamUSA! https://t.co/tjjHa6RKdp",FALSE,2,NA,2016-08-08 12:51:35,FALSE,NA,"762632346222923776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrexelFH",0,FALSE,FALSE,NA,NA,2016-08-08 07:51:35,2016-08-08 07:51:35,8,7,"Twitter Web Client",0,0,0,0,0,0,0,0,0,0
"RT @Radio1045: Seeing #TeamUSA athletes showcased with @Weezer's ""I Love The USA"" is the best! https://t.co/Aofg01ot1e https://t.co/8rtqnhY",FALSE,0,NA,2016-08-08 12:51:13,FALSE,NA,"762632254501773312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanSlovakdijock",3,TRUE,FALSE,NA,NA,2016-08-08 07:51:13,2016-08-08 07:51:13,8,7,"Twitter for iPhone",0,0,0,0,1,0,0,0,0,2
"Seeing #TeamUSA athletes showcased with @Weezer's ""I Love The USA"" is the best! https://t.co/Aofg01ot1e https://t.co/8rtqnhY3AC",FALSE,8,NA,2016-08-08 12:48:03,FALSE,NA,"762631461128265728",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Radio1045",3,FALSE,FALSE,NA,NA,2016-08-08 07:48:03,2016-08-08 07:48:03,8,7,"TweetDeck",0,0,0,0,1,0,0,0,0,1
"It's been awesome watching #TeamUSA and #TeamCanada! 
You can join Team @classroomchamps at https://t.co/97VRoK1FNQ. https://t.co/MyscvuVEej",FALSE,0,NA,2016-08-08 12:41:27,FALSE,NA,"762629796044169217",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JillAPall",0,FALSE,FALSE,NA,NA,2016-08-08 07:41:27,2016-08-08 07:41:27,8,7,"Twitter Web Client",0,0,0,0,0,0,0,1,0,1
"Good luck to #TeamUSA and all of the athletes competing in #Olympics #Rio2016! https://t.co/xzo3tyHMb4",FALSE,0,NA,2016-08-08 12:39:40,FALSE,NA,"762629350927642624",NA,"<a href=""http://hearsaysocial.com"" rel=""nofollow"">Hearsay Social</a>","JMOlson_Janney",0,FALSE,FALSE,NA,NA,2016-08-08 07:39:40,2016-08-08 07:39:40,8,7,"Hearsay Social",0,2,0,0,2,0,2,1,0,2
"@swimiller enthusiasm is contiguous. @GMA #Olympics2016 #TeamUSA",FALSE,0,"swimiller",2016-08-08 12:36:10,FALSE,NA,"762628466575601664","217463044","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lyss325",0,FALSE,FALSE,NA,NA,2016-08-08 07:36:10,2016-08-08 07:36:10,8,7,"Twitter for iPhone",0,1,0,0,1,0,1,0,0,1
"I checked the medal table for #Rio2016. USA 3 gold 5 silver 4 bronze for a total of 12 so far! #TeamUSA #Olympics",FALSE,0,NA,2016-08-08 12:22:44,FALSE,NA,"762625087812034560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DFishOne",0,FALSE,FALSE,NA,NA,2016-08-08 07:22:44,2016-08-08 07:22:44,8,7,"Twitter for iPhone",0,1,0,0,1,0,1,1,0,2
"Join #TeamUSA and @VP Joe Biden in the #ItsOnUs movement by taking the pledge  https://t.co/1c5cdxGTvl 
https://t.co/73aO2Jg9Dk ",FALSE,1,NA,2016-08-08 12:10:22,FALSE,NA,"762621977597210624",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","DianneWing2",0,FALSE,FALSE,NA,NA,2016-08-08 07:10:22,2016-08-08 07:10:22,8,7,"Hootsuite",0,0,0,0,1,0,0,1,0,2
"#MichaelPhelps is the #Paulwalker of the #FAST4.

#TeamUSA !",FALSE,1,NA,2016-08-08 11:40:23,FALSE,NA,"762614431318732800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jqthemalemodel",0,FALSE,FALSE,NA,NA,2016-08-08 06:40:23,2016-08-08 06:40:23,8,6,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"At 8:20, @glennochal, member of the @TigerHeavies '06 Sprints champ, races w/ the #TeamUSA M8+. Racing is streamed. https://t.co/e3Nk8zWnQ0",FALSE,3,NA,2016-08-08 11:40:05,FALSE,NA,"762614355586322432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PUTIGERS",0,FALSE,FALSE,NA,NA,2016-08-08 06:40:05,2016-08-08 06:40:05,8,6,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"@Aly_Raisman Wonderful job last night #gymnastics #Rio2016 #TeamUSA @USAGym ",FALSE,1,"Aly_Raisman",2016-08-08 11:33:08,FALSE,"762612114359975936","762612607303823362","372891057","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MsLSpatz",0,FALSE,FALSE,NA,NA,2016-08-08 06:33:08,2016-08-08 06:33:08,8,6,"Twitter for iPhone",0,0,0,0,1,0,1,1,0,2
"Way to represent #maplewood #nj #teamusa  https://t.co/ZXdYhtNnQU",FALSE,0,NA,2016-08-08 11:30:49,FALSE,NA,"762612023360360448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MsGrotrian",0,FALSE,FALSE,NA,NA,2016-08-08 06:30:49,2016-08-08 06:30:49,8,6,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"#goodmorning #happymonday #teamusa #teamusagymnastics #gabbydouglas #rio2016 #summerolympics https://t.co/gDyFE8dXXf",FALSE,0,NA,2016-08-08 10:58:34,FALSE,NA,"762603907499655168",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","coach_venus",0,FALSE,FALSE,NA,NA,2016-08-08 05:58:34,2016-08-08 05:58:34,8,5,"Instagram",0,0,0,0,0,0,0,0,0,0
"RT @YumiYoko: Black girl magic  RT @Giselle_M7: Gabby Douglas on the uneven bars for #TeamUSA https://t.co/OBu56Z9g2n",FALSE,0,NA,2016-08-08 10:57:38,FALSE,NA,"762603673394384896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daneisha_hodges",39,TRUE,FALSE,NA,NA,2016-08-08 05:57:38,2016-08-08 05:57:38,8,5,"Twitter for iPhone",0,0,0,0,0,1,0,0,2,0
"Of course it's okay to cry! You won the gold!! Might be a little emotion &amp; yrs of hard work tied to that. #TeamUSA  https://t.co/x2VOjCQzMc",FALSE,0,NA,2016-08-08 10:47:52,FALSE,NA,"762601212457934849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWiersbitzky",0,FALSE,FALSE,NA,NA,2016-08-08 05:47:52,2016-08-08 05:47:52,8,5,"Twitter for iPhone",0,0,0,0,0,1,0,0,1,1
"Katie Ledecky is fierce! Obliterated the field and competed against herself. Go #TeamUSA !!! https://t.co/8KeGid2FAV",FALSE,0,NA,2016-08-08 10:42:46,FALSE,NA,"762599931324530688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWiersbitzky",0,FALSE,FALSE,NA,NA,2016-08-08 05:42:46,2016-08-08 05:42:46,8,5,"Twitter for iPhone",2,0,1,2,0,0,0,0,2,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 09:24:11,FALSE,NA,"762580154602229760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1228erin",23,TRUE,FALSE,NA,NA,2016-08-08 04:24:11,2016-08-08 04:24:11,8,4,"Twitter for iPhone",0,1,0,0,0,0,0,0,0,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 09:22:10,FALSE,NA,"762579647141974016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sharie_kaye",23,TRUE,FALSE,NA,NA,2016-08-08 04:22:10,2016-08-08 04:22:10,8,4,"Twitter for iPhone",0,1,0,0,0,0,0,0,0,0
"RT @VaiSikahema: Back to work. @tracydavidson on now; joining her at 5am. Kane trial &amp; GOLD for #TeamUSA @Rio2016 @@BillHenleyUSA @JessieBo",FALSE,0,NA,2016-08-08 08:58:18,FALSE,NA,"762573638524661760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrianPa50641823",2,TRUE,FALSE,NA,NA,2016-08-08 03:58:18,2016-08-08 03:58:18,8,3,"Twitter for Android",0,0,0,0,0,0,0,0,0,1
"RT @VaiSikahema: Back to work. @tracydavidson on now; joining her at 5am. Kane trial &amp; GOLD for #TeamUSA @Rio2016 @@BillHenleyUSA @JessieBo",FALSE,0,NA,2016-08-08 08:54:55,FALSE,NA,"762572788569866240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BillHenleyUSA",2,TRUE,FALSE,NA,NA,2016-08-08 03:54:55,2016-08-08 03:54:55,8,3,"Twitter for Android",0,0,0,0,0,0,0,0,0,1
"Back to work. @tracydavidson on now; joining her at 5am. Kane trial &amp; GOLD for #TeamUSA @Rio2016 @@BillHenleyUSA @JessieBoyington",FALSE,1,NA,2016-08-08 08:40:03,FALSE,NA,"762569048898940928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VaiSikahema",2,FALSE,FALSE,NA,NA,2016-08-08 03:40:03,2016-08-08 03:40:03,8,3,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,1
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 08:00:46,FALSE,NA,"762559162655969281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrennanMetcalfe",23,TRUE,FALSE,NA,NA,2016-08-08 03:00:46,2016-08-08 03:00:46,8,3,"Twitter for Android",0,1,0,0,0,0,0,0,0,0
"Goodbye Venus &amp; Serena. Y'all did great over the years. #TeamUSA",FALSE,0,NA,2016-08-08 07:19:54,FALSE,NA,"762548877585059840",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GladmoneyMPB",0,FALSE,FALSE,NA,NA,2016-08-08 02:19:54,2016-08-08 02:19:54,8,2,"Facebook",0,0,0,0,0,0,0,0,0,0
"Phelps and The Swimmers #TeamUSA",FALSE,0,NA,2016-08-08 07:17:07,FALSE,NA,"762548178067464192",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GladmoneyMPB",0,FALSE,FALSE,NA,NA,2016-08-08 02:17:07,2016-08-08 02:17:07,8,2,"Facebook",0,0,0,0,0,0,0,0,0,0
"Michael Phelps....my nigga !! #TeamUSA",FALSE,0,NA,2016-08-08 06:40:32,FALSE,NA,"762538968441319424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BC_Chillen",0,FALSE,FALSE,NA,NA,2016-08-08 01:40:32,2016-08-08 01:40:32,8,1,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
"RT @aothitis: Fly to #RoadtoRio2016 standing high open arms a wonder of the world Go! #TeamUSA #BookBoost https://t.co/fwL5eSV1YR https://t",FALSE,0,NA,2016-08-08 06:27:40,FALSE,NA,"762535731302588416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","voiceBoksMedia",179,TRUE,FALSE,NA,NA,2016-08-08 01:27:40,2016-08-08 01:27:40,8,1,"Twitter Web Client",0,0,0,0,0,0,0,0,0,1
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 06:20:49,FALSE,NA,"762534006852157441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsTreeWoman",23,TRUE,FALSE,NA,NA,2016-08-08 01:20:49,2016-08-08 01:20:49,8,1,"Twitter for Android",0,1,0,0,0,0,0,0,0,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 05:49:52,FALSE,NA,"762526221339025408",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","brainrev",23,TRUE,FALSE,NA,NA,2016-08-08 00:49:52,2016-08-08 00:49:52,8,0,"Twitter for Windows Phone",0,1,0,0,0,0,0,0,0,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 05:42:17,FALSE,NA,"762524310904897536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KarenMoskonas",23,TRUE,FALSE,NA,NA,2016-08-08 00:42:17,2016-08-08 00:42:17,8,0,"Twitter for Android",0,1,0,0,0,0,0,0,0,0
"Work is ruining the olympics for me I've been sneaking in the freezer to watch races lmao #TeamUSA",FALSE,0,NA,2016-08-08 05:30:59,FALSE,NA,"762521469121273856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","giselle_fv",0,FALSE,FALSE,NA,NA,2016-08-08 00:30:59,2016-08-08 00:30:59,8,0,"Twitter for iPhone",0,2,0,2,0,0,0,1,1,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 05:29:25,FALSE,NA,"762521073032138752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joy76120",23,TRUE,FALSE,NA,NA,2016-08-08 00:29:25,2016-08-08 00:29:25,8,0,"Twitter for iPhone",0,1,0,0,0,0,0,0,0,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 05:16:52,FALSE,NA,"762517913236606976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdlrose_",23,TRUE,FALSE,NA,NA,2016-08-08 00:16:52,2016-08-08 00:16:52,8,0,"Twitter for Android",0,1,0,0,0,0,0,0,0,0
"RT @YumiYoko: Black girl magic  RT @Giselle_M7: Gabby Douglas on the uneven bars for #TeamUSA https://t.co/OBu56Z9g2n",FALSE,0,NA,2016-08-08 05:14:59,FALSE,NA,"762517441637412864",NA,"<a href=""http://gplus.to/carbonandroid"" rel=""nofollow"">Carbon v2</a>","2biizziibeez",39,TRUE,FALSE,NA,NA,2016-08-08 00:14:59,2016-08-08 00:14:59,8,0,"Carbon v2",0,0,0,0,0,1,0,0,2,0
"RT @JillAPall: This is AWESOME. @Taylored2jump is a stellar @ClassroomChamps Athlete Mentor. 
#Rio2016 #TeamUSA https://t.co/juMsvLx01r",FALSE,0,NA,2016-08-08 05:10:48,FALSE,NA,"762516388636454912",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ClassroomChamps",1,TRUE,FALSE,NA,NA,2016-08-08 00:10:48,2016-08-08 00:10:48,8,0,"Hootsuite",0,0,0,0,1,0,0,1,0,4
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 05:03:20,FALSE,NA,"762514507792986112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hooch1702",23,TRUE,FALSE,NA,NA,2016-08-08 00:03:20,2016-08-08 00:03:20,8,0,"Twitter for iPhone",0,1,0,0,0,0,0,0,0,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 04:58:25,FALSE,NA,"762513270842400768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drwmharrison",23,TRUE,FALSE,NA,NA,2016-08-07 23:58:25,2016-08-07 23:58:25,7,23,"Twitter for iPhone",0,1,0,0,0,0,0,0,0,0
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 04:57:34,FALSE,NA,"762513057490673664",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GaryPSM",23,TRUE,FALSE,NA,NA,2016-08-07 23:57:34,2016-08-07 23:57:34,7,23,"Twitter for iPad",0,1,0,0,0,0,0,0,0,0
"RT @KerCar: God it gets me every time! #TeamUSA https://t.co/OnlzlecjnR",FALSE,0,NA,2016-08-08 04:53:50,FALSE,NA,"762512120340635648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","suzettesms4",1,TRUE,FALSE,NA,NA,2016-08-07 23:53:50,2016-08-07 23:53:50,7,23,"Twitter for iPhone",0,2,0,1,1,0,0,1,0,1
"RT @TheRickyDavila: And @MichaelPhelps proves once again why he's the greatest Olympian of all time. #MichaelPhelps #TeamUSA #GoForGold ht",FALSE,0,NA,2016-08-08 04:51:44,FALSE,NA,"762511589983391746",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rebelmom22",23,TRUE,FALSE,NA,NA,2016-08-07 23:51:44,2016-08-07 23:51:44,7,23,"Twitter for Android",0,1,0,0,0,0,0,0,0,0
"Maana ser @DanaAPHH contra yo #USAvsVenezuela  #TeamUSA #Rio2016 https://t.co/BA7UDybhPz",FALSE,0,NA,2016-08-08 04:45:52,FALSE,NA,"762510113361899522",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ClearHeatVision",0,FALSE,FALSE,NA,NA,2016-08-07 23:45:52,2016-08-07 23:45:52,7,23,"Twitter for Android",0,0,0,0,0,0,0,0,0,0
"Congrats @MichaelPhelps #TeamUSA  https://t.co/tBePici5Jx",FALSE,0,NA,2016-08-08 04:42:45,FALSE,NA,"762509328314011649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Followill79",0,FALSE,FALSE,NA,NA,2016-08-07 23:42:45,2016-08-07 23:42:45,7,23,"Twitter for iPhone",0,0,0,0,0,0,0,0,0,0
